Customer ID,Gender,Age,Senior Citizen,Married,Dependents,Number of Dependents,Country,State,City,Zip Code,Latitude,Longitude,Population,Monthly Charge,Total Charges,Total Revenue,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Payment Method,Paperless Billing,Phone Service,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Offer,Tenure in Months,Referred a Friend,Number of Referrals,Satisfaction Score,Customer Status,Churn Reason,Churn Category,Churn Label,Churn Score,CLTV,Churn,Tenure Category,Age Group,ARPU,Payment Consistency,Service Bundling Score,Complaint Frequency,Engagement Index,Senior Flag
3951-NJCVI,Female,76,Yes,Yes,No,0,United States,California,Cathedral City,92234,33.829583,-116.474131,43141,95.05,3944.5,5820.68,0.0,100,1776.18,Bank Withdrawal,Yes,Yes,Yes,Yes,Fiber Optic,10,No,No,No,No,Yes,Yes,No,No,One Year,Offer B,42,Yes,10,4,Stayed,Competitor had better devices,Competitor,No,34,2677,0,3+ Years,61+,138.58761904761906,1.4580496480549086,2,10,12,1
0177-PXBAT,Male,78,Yes,Yes,No,0,United States,California,Desert Center,92239,33.889605,-115.257009,964,109.9,3694.7,4524.65,0.0,0,829.95,Bank Withdrawal,Yes,Yes,Yes,Yes,Fiber Optic,20,Yes,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Offer B,33,Yes,7,3,Stayed,Competitor had better devices,Competitor,No,59,5655,0,2-3 Years,61+,137.11060606060605,1.2475942316706645,5,7,25,1
2519-ERQOJ,Male,74,Yes,No,No,0,United States,California,Desert Hot Springs,92241,33.832799,-116.250973,5529,54.6,1803.7,1803.7,0.0,0,0.0,Bank Withdrawal,Yes,No,No,Yes,Cable,11,No,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Offer C,33,No,0,4,Stayed,Competitor had better devices,Competitor,No,30,5322,0,2-3 Years,61+,54.657575757575756,1.0010545010545011,4,0,15,1
0111-KLBQG,Male,71,Yes,Yes,Yes,1,United States,California,Morongo Valley,92256,34.097863,-116.594561,3499,93.95,2861.45,3880.97,0.0,0,1019.52,Mailed Check,Yes,Yes,No,Yes,Fiber Optic,23,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Offer C,32,Yes,9,5,Stayed,Competitor had better devices,Competitor,No,62,2844,0,2-3 Years,61+,121.2803125,1.2909027408195848,4,9,27,1
1996-DBMUS,Female,72,Yes,Yes,No,0,United States,California,Palo Verde,92266,33.3249,-114.758334,291,70.65,3545.05,4149.85,0.0,0,604.8,Bank Withdrawal,Yes,Yes,No,Yes,Fiber Optic,21,No,No,No,No,No,No,No,Yes,One Year,Offer B,48,Yes,10,3,Stayed,Competitor had better devices,Competitor,No,71,5523,0,3+ Years,61+,86.45520833333335,1.223711370606275,0,10,21,1
2055-SIFSS,Female,75,Yes,Yes,No,0,United States,California,Westmorland,92281,33.03679,-115.60503,2388,51.65,2838.55,4462.7,0.0,0,1624.15,Bank Withdrawal,No,Yes,Yes,Yes,Cable,29,No,No,No,No,No,No,No,Yes,One Year,Offer B,55,Yes,5,3,Stayed,Competitor had better devices,Competitor,No,24,4763,0,3+ Years,61+,81.14,1.5709583736689254,0,5,29,1
2806-MLNTI,Male,79,Yes,Yes,No,0,United States,California,White Water,92282,33.972293,-116.654195,805,105.1,5376.4,6892.2,0.0,0,1515.8,Bank Withdrawal,Yes,Yes,Yes,Yes,Fiber Optic,9,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Offer B,52,Yes,4,4,Stayed,Competitor had better devices,Competitor,No,47,4621,0,3+ Years,61+,132.5423076923077,1.261106638366391,5,4,14,1
5628-RKIFK,Female,76,Yes,No,No,0,United States,California,Bloomington,92316,34.059722,-117.39104,25995,101.55,5070.4,6287.56,0.0,0,1217.16,Credit Card,No,Yes,Yes,Yes,Fiber Optic,14,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,Offer B,49,No,0,3,Stayed,Competitor had better devices,Competitor,No,22,5348,0,3+ Years,61+,128.31755102040816,1.263589867261528,4,0,18,1
5760-WRAHC,Female,78,Yes,No,No,0,United States,California,Fontana,92336,34.136367,-117.460803,54586,69.75,1545.4,2644.96,0.0,0,1099.56,Mailed Check,Yes,Yes,No,Yes,DSL,28,Yes,No,Yes,Yes,No,Yes,Yes,Yes,One Year,Offer D,22,No,0,3,Stayed,Competitor had better devices,Competitor,No,32,3509,0,1-2 Years,61+,120.22545454545455,1.723662430759205,5,0,33,1
1480-BKXGA,Male,75,Yes,Yes,No,0,United States,California,Mentone,92359,34.103578,-117.04054,7324,116.05,8404.9,10063.54,0.0,120,1538.64,Bank Withdrawal,Yes,Yes,Yes,Yes,Fiber Optic,13,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Offer A,72,Yes,5,3,Stayed,Competitor had better devices,Competitor,No,64,4404,0,3+ Years,61+,139.7713888888889,1.204406625496673,7,5,20,1
9076-AXYIK,Male,66,Yes,Yes,No,0,United States,California,Nipton,92364,35.478736,-115.516984,162,102.1,6538.45,7830.61,0.0,0,1292.16,Bank Withdrawal,No,Yes,Yes,Yes,Fiber Optic,8,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Offer B,64,Yes,2,4,Stayed,Competitor had better devices,Competitor,No,28,6270,0,3+ Years,61+,122.35328125,1.1983671033300687,5,2,13,1
4933-IKULF,Female,71,Yes,No,No,0,United States,California,Pinon Hills,92372,34.459322,-117.629729,4280,20.65,330.6,741.15,0.0,0,410.55,Mailed Check,No,Yes,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,Offer D,17,No,0,4,Stayed,Competitor had better devices,Competitor,No,40,4086,0,1-2 Years,61+,43.59705882352941,2.1112377154251534,0,0,0,1
3780-DDGSE,Male,77,Yes,Yes,Yes,1,United States,California,Shoshone,92384,35.924252,-116.188668,87,76.05,2747.2,3243.85,0.0,0,496.65,Bank Withdrawal,Yes,Yes,No,Yes,DSL,17,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Offer C,35,Yes,6,5,Stayed,Competitor had better devices,Competitor,No,38,5479,0,2-3 Years,61+,92.68142857142857,1.2186907109984033,5,6,22,1
4612-SSVHJ,Female,74,Yes,No,No,0,United States,California,Yermo,92398,35.013299,-116.834092,1195,81.45,1671.6,2135.2,0.0,0,463.6,Bank Withdrawal,Yes,Yes,No,Yes,Fiber Optic,21,No,No,No,No,No,Yes,Yes,Yes,One Year,Offer D,20,No,0,5,Stayed,Competitor had better devices,Competitor,No,27,2416,0,1-2 Years,61+,106.75999999999999,1.3107427869858808,2,0,23,1
5756-OZRIO,Male,73,Yes,Yes,No,0,United States,California,Riverside,92504,33.9108,-117.398153,46550,64.05,3902.6,5991.24,0.0,0,2088.64,Bank Withdrawal,No,Yes,Yes,Yes,DSL,20,No,Yes,No,No,No,Yes,Yes,Yes,One Year,Offer B,61,Yes,9,4,Stayed,Competitor had better devices,Competitor,No,29,4001,0,3+ Years,61+,98.21704918032786,1.5334433907935656,3,9,23,1
4513-CXYIX,Female,73,Yes,Yes,No,0,United States,California,Lake Elsinore,92532,33.705836,-117.318204,4546,80.7,5676.0,8799.29,0.0,0,3123.29,Credit Card,Yes,Yes,Yes,Yes,Fiber Optic,17,Yes,No,No,No,No,No,No,Yes,Two Year,Offer A,71,Yes,4,3,Stayed,Competitor had better devices,Competitor,No,54,4583,0,3+ Years,61+,123.933661971831,1.535733109935948,1,4,18,1
4332-MUOEZ,Male,78,Yes,Yes,No,0,United States,California,Moreno Valley,92553,33.923149,-117.244933,61205,94.3,1818.3,2469.1,0.0,0,650.8,Credit Card,No,Yes,No,Yes,Fiber Optic,5,Yes,No,Yes,Yes,No,Yes,No,Yes,One Year,Offer B,20,Yes,1,3,Stayed,Competitor had better devices,Competitor,No,32,2574,0,1-2 Years,61+,123.455,1.3091728525980912,4,1,9,1
6705-LXORM,Female,79,Yes,Yes,No,0,United States,California,Perris,92570,33.787298,-117.320676,36817,70.05,302.6,329.7,0.0,0,27.1,Bank Withdrawal,No,Yes,No,Yes,Fiber Optic,23,No,No,No,No,No,No,No,Yes,One Year,Offer E,5,Yes,1,4,Stayed,Competitor had better devices,Competitor,No,24,2064,0,0-1 Year,61+,65.94,0.9413276231263383,0,1,23,1
4109-CYRBD,Male,77,Yes,Yes,No,0,United States,California,Menifee,92584,33.653338,-117.178271,14068,51.6,1442.0,2533.85,0.0,0,1091.85,Bank Withdrawal,Yes,Yes,Yes,Yes,DSL,9,No,No,No,No,No,No,No,Yes,One Year,Offer C,29,Yes,1,5,Stayed,Competitor had better devices,Competitor,No,39,5495,0,2-3 Years,61+,87.37413793103448,1.6932972467254743,0,1,9,1
8606-CIQUL,Male,77,Yes,Yes,Yes,1,United States,California,Temecula,92591,33.540604,-117.10909,25655,115.75,8399.15,10725.31,0.0,110,2216.16,Credit Card,Yes,Yes,Yes,Yes,Fiber Optic,17,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Two Year,Offer A,72,Yes,1,4,Stayed,Competitor had better devices,Competitor,No,60,5168,0,3+ Years,61+,148.96263888888888,1.2869342452603791,6,1,23,1
0356-OBMAC,Female,80,Yes,No,No,0,United States,California,Winchester,92596,33.657433,-117.04254,4093,99.9,5706.3,6676.78,0.0,0,970.48,Bank Withdrawal,Yes,Yes,Yes,Yes,Fiber Optic,16,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Offer B,56,No,0,3,Stayed,Competitor had better devices,Competitor,No,45,5840,0,3+ Years,61+,119.22821428571429,1.1934756184756183,4,0,20,1
1297-VQDRP,Male,80,Yes,Yes,Yes,1,United States,California,Foothill Ranch,92610,33.698728,-117.67768,10936,107.15,7379.8,9613.28,0.0,50,2183.48,Credit Card,Yes,Yes,Yes,Yes,Fiber Optic,12,No,No,Yes,Yes,Yes,Yes,No,No,One Year,Offer A,68,No,0,5,Stayed,Competitor had better devices,Competitor,No,66,4324,0,3+ Years,61+,141.37176470588236,1.319381845131893,4,0,16,1
4676-MQUEA,Male,80,Yes,Yes,No,0,United States,California,Laguna Beach,92651,33.570023,-117.773669,25206,101.9,5265.5,5990.0,0.0,0,724.5,Bank Withdrawal,Yes,Yes,Yes,Yes,Fiber Optic,17,Yes,Yes,Yes,No,Yes,No,No,Yes,One Year,Offer B,50,Yes,9,3,Stayed,Competitor had better devices,Competitor,No,25,4184,0,3+ Years,61+,119.8,1.1756624141315015,4,9,21,1
7025-WCBNE,Male,74,Yes,No,No,0,United States,California,Santa Ana,92705,33.766004,-117.786763,44117,59.6,2754.0,3448.66,0.0,0,694.66,Bank Withdrawal,No,Yes,Yes,Yes,DSL,10,No,Yes,No,Yes,No,No,No,Yes,Two Year,Offer B,47,No,0,3,Stayed,Competitor had better devices,Competitor,No,33,3155,0,3+ Years,61+,73.37574468085106,1.2311366557189773,2,0,12,1
6030-REHUX,Female,76,Yes,Yes,No,0,United States,California,Fountain Valley,92708,33.712036,-117.950113,54548,110.85,3204.4,4483.16,0.0,0,1278.76,Bank Withdrawal,Yes,Yes,Yes,Yes,Fiber Optic,8,No,Yes,Yes,Yes,Yes,Yes,No,Yes,One Year,Offer C,28,Yes,6,4,Stayed,Competitor had better devices,Competitor,No,58,3906,0,2-3 Years,61+,160.11285714285714,1.4444100779689413,5,6,13,1
6522-YRBXD,Male,68,Yes,Yes,No,0,United States,California,Anaheim,92802,33.807864,-117.923782,45086,94.55,3365.4,4080.8,0.0,0,715.4,Bank Withdrawal,Yes,Yes,Yes,Yes,Fiber Optic,18,Yes,Yes,No,No,No,Yes,No,Yes,One Year,Offer C,35,Yes,3,3,Stayed,Competitor had better devices,Competitor,No,69,2631,0,2-3 Years,61+,116.59428571428572,1.2331495051748886,3,3,21,1
6689-VRRTK,Female,71,Yes,No,No,0,United States,California,Camarillo,93010,34.227846,-119.079903,42853,109.8,4860.35,7049.35,0.0,0,2189.0,Credit Card,Yes,Yes,Yes,Yes,Fiber Optic,2,Yes,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Offer B,44,No,0,3,Stayed,Competitor had better devices,Competitor,No,35,5720,0,3+ Years,61+,160.2125,1.4591302367941714,5,0,7,1
7134-MJPDY,Female,69,Yes,No,No,0,United States,California,Moorpark,93021,34.312945,-118.858169,32984,102.85,6976.75,7804.33,0.0,60,767.58,Credit Card,Yes,Yes,Yes,Yes,Fiber Optic,5,No,No,Yes,Yes,Yes,Yes,No,No,One Year,Offer A,66,No,0,3,Stayed,Competitor had better devices,Competitor,No,40,5569,0,3+ Years,61+,118.24742424242424,1.149707576494159,4,0,9,1
4881-JVQOD,Male,73,Yes,Yes,Yes,3,United States,California,Oxnard,93030,34.223244,-119.18012,79736,34.55,362.6,362.6,0.0,0,0.0,Bank Withdrawal,Yes,No,No,Yes,Cable,53,No,No,No,No,No,Yes,No,Yes,One Year,Offer B,10,Yes,1,4,Stayed,Competitor had better devices,Competitor,No,55,5248,0,0-1 Year,61+,36.260000000000005,1.049493487698987,1,1,54,1
6797-UCJHZ,Female,74,Yes,Yes,No,0,United States,California,Simi Valley,93065,34.269449,-118.768471,64802,104.6,6819.45,8503.11,0.0,0,1683.66,Credit Card,No,Yes,Yes,Yes,Fiber Optic,15,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Offer A,66,Yes,7,3,Stayed,Competitor had better devices,Competitor,No,27,5722,0,3+ Years,61+,128.835,1.231692160611855,4,7,19,1
2469-DTSGX,Female,72,Yes,No,No,0,United States,California,Somis,93066,34.297628,-119.014627,2966,111.65,7943.45,11169.77,0.0,0,3226.32,Bank Withdrawal,No,Yes,Yes,Yes,Fiber Optic,14,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Offer A,72,No,0,5,Stayed,Competitor had better devices,Competitor,No,75,5388,0,3+ Years,61+,155.13569444444445,1.3894822610339852,5,0,19,1
4908-XAXAY,Female,70,Yes,No,No,0,United States,California,Buttonwillow,93206,35.451402,-119.488413,2078,89.85,4287.2,6625.48,0.0,0,2338.28,Bank Withdrawal,Yes,Yes,No,Yes,Fiber Optic,21,No,Yes,Yes,No,No,Yes,No,Yes,One Year,Offer B,49,No,0,4,Stayed,Competitor had better devices,Competitor,No,30,5982,0,3+ Years,61+,135.2138775510204,1.5048845581638333,3,0,24,1
3509-GWQGF,Male,74,Yes,No,No,0,United States,California,Ducor,93218,35.846067,-119.004073,823,70.0,1732.6,2634.12,0.0,140,761.52,Credit Card,No,Yes,No,Yes,Fiber Optic,13,No,No,No,No,No,No,No,No,One Year,Offer C,24,No,0,3,Stayed,Competitor had better devices,Competitor,No,77,5242,0,1-2 Years,61+,109.755,1.5679285714285713,0,0,13,1
3729-OWRVL,Male,80,Yes,No,No,0,United States,California,Pixley,93256,35.957019,-119.330928,4198,110.35,7246.15,10121.1,0.0,0,2874.95,Bank Withdrawal,Yes,Yes,Yes,Yes,Fiber Optic,27,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Two Year,Offer B,65,No,0,3,Stayed,Competitor had better devices,Competitor,No,79,4295,0,3+ Years,61+,155.70923076923077,1.4110487609354851,5,0,32,1
7251-LJBQN,Female,74,Yes,No,No,0,United States,California,Strathmore,93267,36.141319,-119.129075,5689,103.75,4188.4,5330.0,0.0,0,1141.6,Credit Card,Yes,Yes,Yes,Yes,Fiber Optic,24,No,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Offer B,40,No,0,3,Stayed,Competitor had better devices,Competitor,No,20,3568,0,3+ Years,61+,133.25,1.2843373493975903,4,0,28,1
2682-KEVRP,Female,65,Yes,No,No,0,United States,California,Woodlake,93286,36.464635,-119.094348,8870,20.05,417.0,1173.58,0.0,0,756.58,Credit Card,Yes,Yes,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,Offer B,22,No,0,3,Stayed,Competitor had better devices,Competitor,No,21,4327,0,1-2 Years,61+,53.344545454545454,2.6605758331444114,0,0,0,1
9978-HYCIN,Male,72,Yes,Yes,Yes,1,United States,California,Bakersfield,93301,35.383937,-119.020428,12963,84.95,4018.05,6085.68,0.0,80,1987.63,Bank Withdrawal,Yes,Yes,No,Yes,Fiber Optic,22,No,Yes,No,No,Yes,No,No,No,One Year,Offer B,47,Yes,1,3,Stayed,Competitor had better devices,Competitor,No,68,3384,0,3+ Years,61+,129.48255319148936,1.5242207556384857,2,1,24,1
8329-UTMVM,Male,76,Yes,No,No,0,United States,California,Bakersfield,93313,35.140938,-119.051348,25126,104.65,2964.0,3892.53,0.0,0,928.53,Bank Withdrawal,Yes,Yes,Yes,Yes,Fiber Optic,19,No,Yes,No,Yes,Yes,Yes,No,Yes,One Year,Offer C,27,No,0,4,Stayed,Competitor had better devices,Competitor,No,31,3104,0,2-3 Years,61+,144.1677777777778,1.3776185167489514,4,0,23,1
6952-OMNWB,Male,75,Yes,Yes,No,0,United States,California,Creston,93432,35.480896,-120.469476,1203,80.35,5589.3,7922.38,0.0,0,2333.08,Credit Card,Yes,Yes,Yes,Yes,Fiber Optic,15,No,No,Yes,No,No,No,No,Yes,One Year,Offer A,68,Yes,7,4,Stayed,Competitor had better devices,Competitor,No,28,5581,0,3+ Years,61+,116.50558823529411,1.4499762070353968,1,7,16,1
6549-YMFAW,Male,70,Yes,Yes,No,0,United States,California,Los Olivos,93441,34.70434,-120.02609,1317,21.25,204.55,219.49,0.0,0,14.94,Credit Card,Yes,Yes,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,Offer B,9,Yes,1,4,Stayed,Competitor had better devices,Competitor,No,69,2302,0,0-1 Year,61+,24.387777777777778,1.1476601307189542,0,1,0,1
1307-TVUFB,Male,66,Yes,No,No,0,United States,California,Santa Ynez,93460,34.630356,-120.032564,5710,79.35,3344.1,3911.52,0.0,0,567.42,Bank Withdrawal,Yes,Yes,Yes,Yes,Fiber Optic,19,No,Yes,No,No,No,No,No,Yes,One Year,Offer B,42,No,0,4,Stayed,Competitor had better devices,Competitor,No,79,2399,0,3+ Years,61+,93.13142857142857,1.173678999009812,1,0,20,1
7503-MIOGA,Female,68,Yes,Yes,No,0,United States,California,Shandon,93461,35.634488,-120.293534,1255,89.85,6697.35,10190.07,0.0,0,3492.72,Bank Withdrawal,Yes,Yes,Yes,Yes,Cable,17,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Offer A,72,No,0,3,Stayed,Competitor had better devices,Competitor,No,56,5881,0,3+ Years,61+,141.52875,1.5751669449081802,6,0,23,1
2499-AJYUA,Female,69,Yes,Yes,No,0,United States,California,Benton,93512,37.653947,-118.231443,340,110.8,7882.25,9023.45,0.0,0,1141.2,Credit Card,Yes,Yes,Yes,Yes,Fiber Optic,2,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Offer A,72,Yes,8,5,Stayed,Competitor had better devices,Competitor,No,80,5933,0,3+ Years,61+,125.32569444444445,1.1310983253108706,5,8,7,1
6919-ELBGL,Male,75,Yes,Yes,No,0,United States,California,Big Pine,93513,37.245505,-118.062943,1826,114.95,8196.4,9735.76,0.0,0,1539.36,Bank Withdrawal,Yes,Yes,Yes,Yes,Fiber Optic,2,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Offer A,72,Yes,3,3,Stayed,Competitor had better devices,Competitor,No,61,6268,0,3+ Years,61+,135.2188888888889,1.176327872021652,6,3,8,1
3966-HRMZA,Female,74,Yes,No,No,0,United States,California,Bishop,93514,37.04584,-118.397236,13309,75.05,202.9,331.73,5.49,10,124.32,Credit Card,No,Yes,No,Yes,Fiber Optic,13,No,No,Yes,No,No,No,No,No,One Year,Offer E,3,No,0,4,Joined,Competitor had better devices,Competitor,No,56,3545,0,0-1 Year,61+,110.57666666666667,1.4733733066844328,1,0,14,1
5671-RQRLP,Female,72,Yes,Yes,No,0,United States,California,Fowler,93625,36.625792,-119.672483,5635,75.65,5411.4,6566.63,25.67,0,1180.9,Credit Card,Yes,Yes,Yes,Yes,Fiber Optic,3,No,No,No,No,No,No,No,Yes,Two Year,Offer A,70,Yes,4,4,Stayed,Competitor had better devices,Competitor,No,30,4181,0,3+ Years,61+,93.809,1.2400396563119631,0,4,3,1
4785-NKHCX,Male,65,Yes,No,No,0,United States,California,O Neals,93645,37.140104,-119.657092,173,20.05,94.15,244.85,0.0,0,150.7,Bank Withdrawal,No,Yes,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,Offer E,5,No,0,5,Stayed,Competitor had better devices,Competitor,No,31,2154,0,0-1 Year,61+,48.97,2.4423940149625936,0,0,0,1
4250-WAROZ,Male,70,Yes,Yes,Yes,3,United States,California,Fresno,93701,36.749403,-119.787574,13858,93.25,5774.55,6955.35,0.0,0,1180.8,Bank Withdrawal,Yes,Yes,Yes,Yes,Fiber Optic,53,Yes,Yes,No,No,No,Yes,No,Yes,One Year,Offer B,60,Yes,4,3,Stayed,Competitor had better devices,Competitor,No,70,4353,0,3+ Years,61+,115.9225,1.2431367292225202,3,4,56,1
3523-BRGUW,Male,65,Yes,No,No,0,United States,California,Los Altos,94022,37.349546,-122.134356,18486,19.3,504.2,1271.59,9.49,0,776.88,Credit Card,No,Yes,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,Offer C,26,No,0,5,Stayed,Competitor had better devices,Competitor,No,64,2269,0,2-3 Years,61+,48.90730769230769,2.534057393383818,0,0,0,1
2123-AGEEN,Female,66,Yes,No,No,0,United States,California,Millbrae,94030,37.601248,-122.403099,20350,84.35,609.65,774.51,29.17,10,184.03,Bank Withdrawal,Yes,Yes,No,Yes,Fiber Optic,20,No,No,Yes,No,Yes,No,No,No,One Year,Offer E,7,No,0,3,Stayed,Competitor had better devices,Competitor,No,38,2107,0,0-1 Year,61+,110.64428571428572,1.311728342789398,2,0,22,1
1258-YMZNM,Female,70,Yes,No,No,0,United States,California,Montara,94037,37.540582,-122.509594,2346,110.5,2857.6,3823.12,0.0,0,965.52,Bank Withdrawal,Yes,Yes,Yes,Yes,Fiber Optic,4,Yes,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Offer C,27,No,0,3,Stayed,Competitor had better devices,Competitor,No,56,4997,0,2-3 Years,61+,141.59703703703704,1.2814211496564438,5,0,9,1
6259-WJQLC,Male,77,Yes,No,No,0,United States,California,Pacifica,94044,37.573633,-122.455167,38885,81.1,2619.25,2635.84,19.25,0,35.84,Credit Card,Yes,Yes,Yes,Yes,Fiber Optic,5,No,No,Yes,No,No,No,No,Yes,One Year,Offer C,32,No,0,4,Stayed,Competitor had better devices,Competitor,No,50,2143,0,2-3 Years,61+,82.37,1.0156596794081383,1,0,6,1
7508-SMHXL,Female,72,Yes,No,No,0,United States,California,San Francisco,94109,37.794487,-122.42227,56330,89.0,1288.3,1267.66,45.69,0,25.05,Credit Card,No,Yes,Yes,Yes,Fiber Optic,21,No,Yes,No,No,Yes,No,No,Yes,One Year,Offer B,15,No,0,4,Stayed,Competitor had better devices,Competitor,No,77,4452,0,1-2 Years,61+,84.51066666666667,0.949558052434457,2,0,23,1
3956-CJUST,Female,67,Yes,No,No,0,United States,California,San Francisco,94115,37.786031,-122.437301,33122,75.4,1643.55,2128.81,0.0,80,405.26,Bank Withdrawal,Yes,Yes,No,Yes,Fiber Optic,25,Yes,No,No,No,No,No,No,No,One Year,Offer B,23,No,0,4,Stayed,Competitor had better devices,Competitor,No,49,2491,0,1-2 Years,61+,92.55695652173912,1.2275458424633836,1,0,26,1
4824-GUCBY,Female,77,Yes,No,No,0,United States,California,San Francisco,94127,37.736535,-122.45732,20643,81.7,1820.9,2306.48,29.88,0,515.46,Bank Withdrawal,No,Yes,No,Yes,Fiber Optic,22,Yes,Yes,No,No,No,No,No,Yes,One Year,Offer B,22,No,0,4,Stayed,Competitor had better devices,Competitor,No,34,5602,0,1-2 Years,61+,104.84,1.2832313341493267,2,0,24,1
6630-UJZMY,Female,73,Yes,Yes,No,0,United States,California,Palo Alto,94306,37.416159,-122.131337,24492,83.25,308.05,325.48,39.93,0,57.36,Bank Withdrawal,Yes,Yes,Yes,Yes,Fiber Optic,14,No,No,No,No,Yes,No,No,Yes,One Year,Offer B,4,Yes,10,3,Stayed,Competitor had better devices,Competitor,No,37,5251,0,0-1 Year,61+,81.37,0.9774174174174175,1,10,15,1
9904-EHEVJ,Female,66,Yes,Yes,Yes,1,United States,California,Bethel Island,94511,38.050558,-121.646924,2379,91.35,2896.55,3052.93,26.98,0,183.36,Credit Card,Yes,Yes,Yes,Yes,Fiber Optic,30,No,No,Yes,No,Yes,No,No,Yes,One Year,Offer C,32,Yes,9,5,Stayed,Competitor had better devices,Competitor,No,35,2965,0,2-3 Years,61+,95.4040625,1.0443794471811714,2,9,32,1
2826-DXLQO,Male,80,Yes,Yes,No,0,United States,California,El Cerrito,94530,37.924838,-122.289145,23141,29.8,220.45,208.62,11.83,0,0.0,Bank Withdrawal,No,No,No,Yes,DSL,13,Yes,No,No,No,No,No,No,Yes,One Year,Offer E,7,Yes,10,3,Stayed,Competitor had better devices,Competitor,No,69,2587,0,0-1 Year,61+,29.802857142857142,1.0000958772770854,1,10,14,1
9489-UTFKA,Male,76,Yes,Yes,No,0,United States,California,Travis Afb,94535,38.265899,-121.939461,9978,60.9,551.95,714.57,16.58,0,179.2,Bank Withdrawal,No,Yes,No,Yes,DSL,23,Yes,No,No,No,Yes,No,No,Yes,One Year,Offer E,8,Yes,9,3,Stayed,Competitor had better devices,Competitor,No,27,2136,0,0-1 Year,61+,89.32125,1.4666871921182267,2,9,25,1
4849-PYRLQ,Female,80,Yes,No,No,0,United States,California,Fremont,94536,37.572273,-121.964583,66543,73.25,4054.2,6125.84,17.16,0,2088.8,Bank Withdrawal,No,Yes,Yes,Yes,DSL,8,Yes,No,Yes,Yes,No,Yes,No,Yes,Two Year,Offer B,56,No,0,3,Stayed,Competitor had better devices,Competitor,No,26,4011,0,3+ Years,61+,109.39,1.4933788395904437,4,0,12,1
2858-EIMXH,Female,69,Yes,Yes,No,0,United States,California,Vallejo,94592,38.093701,-122.276589,159,95.85,5016.25,6592.17,18.85,0,1594.77,Credit Card,Yes,Yes,Yes,Yes,Fiber Optic,12,No,No,No,No,Yes,Yes,No,Yes,One Year,Offer B,53,Yes,1,3,Stayed,Competitor had better devices,Competitor,No,65,5325,0,3+ Years,61+,124.38056603773585,1.297658487613311,2,1,14,1
6419-ZTTLE,Male,69,Yes,Yes,No,0,United States,California,Yountville,94599,38.421458,-122.365048,2873,20.75,485.2,1501.65,37.64,0,1054.09,Bank Withdrawal,Yes,Yes,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,Offer B,23,Yes,2,5,Stayed,Competitor had better devices,Competitor,No,45,3418,0,1-2 Years,61+,65.2891304347826,3.146464117338921,0,2,0,1
8242-SOQUO,Female,73,Yes,No,No,0,United States,California,Oakland,94619,37.787186,-122.14633,24518,84.7,392.5,422.4,41.2,0,71.1,Bank Withdrawal,Yes,Yes,No,Yes,Fiber Optic,4,No,Yes,No,No,Yes,No,No,Yes,One Year,Offer E,5,No,0,4,Stayed,Competitor had better devices,Competitor,No,54,2660,0,0-1 Year,61+,84.47999999999999,0.9974025974025974,2,0,6,1
7460-ITWWP,Female,67,Yes,Yes,No,0,United States,California,Oakland,94621,37.750553,-122.197175,30751,86.1,3861.45,5687.51,12.19,0,1838.25,Bank Withdrawal,Yes,Yes,No,Yes,Fiber Optic,24,No,No,Yes,No,No,Yes,No,Yes,One Year,Offer B,45,Yes,5,4,Stayed,Competitor had better devices,Competitor,No,41,2701,0,3+ Years,61+,126.38911111111112,1.4679339269583174,2,5,26,1
